,CAS,CAS_primary,CFR,CODEX ALIMENTARIUS (GSFA),DEA NO.,DRUG BANK,ECHA (EC/EINECS),EMA ASSESSMENT REPORTS,EPA PESTICIDE CODE,EVMPD,"Food Contact Sustance Notif, (FCN No.)",INN,IUPHAR,JECFA EVALUATION,JECFA MONOGRAPH,LIVERTOX,MERCK INDEX,MESH,NCI_THESAURUS,NDF-RT,RXCUI,UNII,WHO INTERNATIONAL PHARMACPOEIA,WHO-ATC,WHO-ESSENTIAL MEDICINES LIST,WHO-VATC,WIKIPEDIA,mixture_UNII,names,preferred_names,substanceClass,uuid,PT_from_unii,RN_from_unii,EC_from_unii,NCIT_from_unii,RXCUI_from_unii,ITIS_from_unii,NCBI_from_unii,PLANTS_from_unii,GRIN_from_unii,INN_ID_from_unii,MF_from_unii,INCHIKEY_from_unii,SMILES_from_unii,UNII_TYPE_from_unii,qid_cas,qid_unii,inchikey_from_wd,inchikey
46246,778571-57-6,778571-57-6,,,,,,,,,,,,,,,,,C123781,,1549113,1Y26ZZ0OTM,,,,,,,"MAGNESIUM L-THREONATE|MAGNESIUM, BIS((2R,3S)-2,3,4-TRIHYDROXYBUTANOATO-.KAPPA.O,.KAPPA.O')-, (T-4)-|MAGNESIUM L-THREONATE ANHYDROUS",MAGNESIUM L-THREONATE,chemical,d3ee4d83-627b-4521-a240-ae42bd7f1ca9,MAGNESIUM L-THREONATE,778571-57-6,,C123781,1549113.0,,,,,,2C4H7O5.Mg,YVJOHOWNFPQSPP-BALCVSAKSA-L,C([C@@H]([C@H](C(=O)[O-])O)O)O.C([C@@H]([C@H](C(=O)[O-])O)O)O.[Mg+2],INGREDIENT SUBSTANCE,Q6731374,Q6731374,BALDTCGWLHFAEL-LJUKVTEVSA-M,
46275,15281-32-0,15281-32-0,,,,,,,,,,,,,,,,,,,,T967Q579KA,,,,,,,"ZINC-BIS(HYDROGEN-DL-ASPARTATE)|BIS(HYDROGEN-DL-ASPARTATE), ZINC COMPLEX (2:1)|DL-ASPARTIC ACID, ZINC COMPLEX|ZINCATE(2-), BIS(DL-ASPARTATO(2-)-N,O1)-, DIHYDROGEN, (T-4)-|ZINCATE(2-), BIS(ASPARTATO(2-)-.KAPPA.N,.KAPPA.O1)-, DIHYDROGEN, (T-4)-|ZINCATE(2-), BIS(ASPARTATO(2-)-.KAPPA.N,.KAPPA.O1)-, HYDROGEN (1:2), (T-4)-",ZINC-BIS(HYDROGEN-DL-ASPARTATE),chemical,d4174555-b684-436a-8b6a-522d3b163a98,ZINC DL-ASPARTATE,15281-32-0,,,,,,,,,2C4H5NO4.2H+.Zn,,,INGREDIENT SUBSTANCE,,,,
46453,501083-97-2,501083-97-2,,,,,,,,,,,,,,,,,,,,P4BBY8S91N,,,,,,,"BENZENESULFONIC ACID, 4,4'-(7,8-DIHYDRO-15,20-DIPHENYL-21H,23H-PORPHINE-5,10-DIYL)BIS-|TPCS2A|FIMAPORFIN A|4,4'-(15,20-DIPHENYL-7,8-DIHYDRO- 21H,23H-PORPHINE-5,10-DIYL)BISBENZENESULFONIC ACID",FIMAPORFIN A,chemical,d4e83101-38f6-4ef6-801f-ae0209f3d58d,FIMAPORFIN A,501083-97-2,,,,,,,,,C44H32N4O6S2,MVBCOYVJSZKRIV-JAAFTSFNSA-N,c1ccc(cc1)c2/c3ccc([nH]3)/c(c/4\nc(/c(c\5/cc/c(/[nH]5)c(/c6n\c2\C=C6)\c7ccccc7)/c8ccc(cc8)S(=O)(=O)O)CC4)/c9ccc(cc9)S(=O)(=O)O,INGREDIENT SUBSTANCE,Q27286142,Q27286142,GFOAGSAQPFEJKN-UHFFFAOYSA-N,
46580,207740-16-7,207740-16-7,,,,,,,,,,,,,,,,,,,,RB42O7HM6C,,,,,ALEPH-7,,"2,5-DIMETHOXY-4-PROPYLTHIOAMPHETAMINE|BENZENEETHANAMINE, 2,5-DIMETHOXY-.ALPHA.-METHYL-4-(PROPYLTHIO)-|2,5-DIMETHOXY-.ALPHA.-METHYL-4-(PROPYLTHIO)BENZENEETHANAMINE|4-PROPYLTHIO-2,5-DIMETHOXYAMPHETAMINE|J2.489.044I|ALEPH-7","2,5-DIMETHOXY-4-PROPYLTHIOAMPHETAMINE",chemical,d58ce7f6-bf70-4bde-9229-a5d27aeef1b6,"2,5-DIMETHOXY-4-PROPYLTHIOAMPHETAMINE",207740-16-7,,,,,,,,,C14H23NO2S,,CCCSc1cc(c(cc1OC)CC(C)N)OC,INGREDIENT SUBSTANCE,,,,
46593,43126-22-3,43126-22-3,,,,,,,,,,,,,,,,,,,,BH198C2TXE,,,,,,,"THEASPIRANE A|TRANS-THEASPIRANE|(+/-)-THEASPIRANE, (E)-|THEASPIRANE, TRANS-(+/-)-|FEMA NO. 3774, TRANS-(+/-)-|1-OXASPIRO(4.5)DEC-6-ENE, 2,6,10,10-TETRAMETHYL-, (2R,5R)-REL-|1-OXASPIRO(4.5)DEC-6-ENE, 2,6,10,10-TETRAMETHYL-, TRANS-","THEASPIRANE, TRANS-(+/-)-",chemical,d59c0c23-adeb-4c1b-a1ba-9b015d5f4321,"THEASPIRANE, TRANS-(+/-)-",43126-22-3,,,,,,,,,C13H22O,,C[C@@H]1CC[C@]2(O1)C(=CCCC2(C)C)C,INGREDIENT SUBSTANCE,,,,
46601,596-51-0|51186-83-5|59677-71-3,51186-83-5,21 CFR 522.1066,,,,209-887-0,,,,,1038.0,7459,,,464,M5807,D006024,C29078,,4955,V92SO9WP2I,,A03CA05|A03AB02|R03BB06|R03AL04,,QR03BB06|QR03AL04,,,"GLYCOPYRRONIUM BROMIDE|PYRROLIDINIUM, 3-((CYCLOPENTYLHYDROXYPHENYLACETYL)OXY)-1,1-DIMETHYL-, BROMIDE|3-HYDROXY-1,1-DIMETHYLPYRROLIDINIUM BROMIDE .ALPHA.-CYCLOPENTYLMANDELATE|GLYCOPYRROLATE|AHR-504|ROBINUL|NVA237|NVA-237|GLYCOPYRROLATE, ERYTHRO-|PT001|PT-001|PYRROLIDINIUM, 3-(((2R)-2-CYCLOPENTYL-2-HYDROXY-2-PHENYLACETYL)OXY)-1,1-DIMETHYL-, BROMIDE (1:1), (3S)-REL-|NODAPTON|ROBANUL|TARODYL|TARODYN|PYRROLIDINIUM, 3-((2-CYCLOPENTYL-2-HYDROXY-2-PHENYLACETYL)OXY)-1,1-DIMETHYL-, BROMIDE (1:1)|AD-237|GLYCOPYRRONIUM (AS BROMIDE)|GLYCOPYRROLATE COMPONENT OF UTIBRON|SEEBRI|بروميد غليكوبيرونيوم  |bromure de glycopyrronium|glycopyrronii bromidum|格隆溴铵|bromuro de glicopirronio|гликопиррония бромид",GLYCOPYRROLATE,chemical,d59e72e6-b03a-4564-8e7d-23a0798d77aa,GLYCOPYRROLATE,51186-83-5,209-887-0,C29078,4955.0,,,,,1038.0,C19H28NO3.Br,,C[N+]1(CC[C@@H](C1)OC(=O)[C@](c2ccccc2)(C3CCCC3)O)C.[Br-],INGREDIENT SUBSTANCE,,Q411917,,
46602,159652-53-6,159652-53-6,,,,,,,,,,,,,,,,,,,,N8142NV8UM,,,,,,,"PHENSERINE, (+/-)-|PYRROLO(2,3-B)INDOL-5-OL, 1,2,3,3A,8,8A-HEXAHYDRO-1,3A,8-TRIMETHYL-, 5-(N-PHENYLCARBAMATE), (3AR,8AS)-REL-|PYRROLO(2,3-B)INDOL-5-OL, 1,2,3,3A,8,8A-HEXAHYDRO-1,3A,8-TRIMETHYL-, PHENYLCARBAMATE (ESTER), CIS-(+/-)-|(+/-)-PHENSERINE|PHENSERINE (RACEMATE)","PHENSERINE, (+/-)-",chemical,d59fa427-0963-43f9-9108-2970a43d6e2a,"PHENSERINE, (+/-)-",159652-53-6,,,,,,,,,C20H23N3O2,,C[C@@]12CCN([C@@H]1N(c3c2cc(cc3)OC(=O)Nc4ccccc4)C)C,INGREDIENT SUBSTANCE,,,,
46638,1305-84-6,1305-84-6,,,,,215-141-5,,,,,,,,,,M2973,,,,,P0EY54309M,,,,,,,CALCIUM SELENIDE|CALCIUM SELENIDE (CASE)|CALCIUM MONOSELENIDE,CALCIUM SELENIDE,chemical,d5c1bf67-6172-4143-821f-796b34456eb7,CALCIUM SELENIDE,1305-84-6,215-141-5,,,,,,,,Ca.Se,QDVBBRPDXBHZFM-UHFFFAOYSA-N,[Ca+2].[Se-2],INGREDIENT SUBSTANCE,Q16695999,Q16695999,AHMCFSORHHSTSB-UHFFFAOYSA-N,
46669,254751-28-5|245063-59-6,245063-59-6,,,,,,,,,,,,,,,,,,,,X607LN281T,,,,,,,"NS-1209, (RS)-|BUTANOIC ACID, 2-(((5-(4-((DIMETHYLAMINO)SULFONYL)PHENYL)-1,2,6,7,8,9-HEXAHYDRO-8-METHYL-2-OXO-3H-PYRROLO(3,2-H)ISOQUINOLIN-3-YLIDENE)AMINO)OXY)-4-HYDROXY-|2-(((5-(4-((DIMETHYLAMINO)SULFONYL)PHENYL)-1,2,6,7,8,9-HEXAHYDRO-8-METHYL-2-OXO-3H-PYRROLO(3,2-H)ISOQUINOLIN-3-YLIDENE)AMINO)OXY)-4-HYDROXYBUTANOIC ACID|(RS)-NS-1209|SPD-502","NS-1209, (RS)-",chemical,d5e04d64-91d8-4587-8d06-05de3c699c87,,,,,,,,,,,,,,,,,,
46677,12007-60-2,12007-60-2,,,,,234-514-3,,,,,,,,,,M6850,,,,,G5N01T5TYY,,,,,LITHIUM BORATE,,"LITHIUM BORATE|BORON LITHIUM OXIDE (B4LI2O7)|BORIC ACID (H2B4O7), DILITHIUM SALT|LITHIUM TETRABORATE|DILITHIUM TETRABORATE|DILITHIUM TETRABORATE (LI2B4O7)",LITHIUM BORATE,chemical,d5e3a341-f1dd-4194-9585-b3315da88eba,LITHIUM BORATE,12007-60-2,234-514-3,,,,,,,,B4O7.2Li,XFOCQAMEVCAHGV-UHFFFAOYSA-N,[Li+].[Li+].B1(OB2OB(OB(O1)O2)[O-])[O-],INGREDIENT SUBSTANCE,Q3109058,Q3109058,PSHMSSXLYVAENJ-UHFFFAOYSA-N,
46733,81-30-1,81-30-1,,,,,201-342-5,,,,,,,,,,,C110449,,,,L56XQD1V6Y,,,,,,,"1,4,5,8-NAPHTHALENETETRACARBOXYLIC DIANHYDRIDE|(2)BENZOPYRANO(6,5,4-DEF)(2)BENZOPYRAN-1,3,6,8-TETRONE|1,4,5,8-NAPHTHALENETETRACARBOXYLIC 1,8:4,5-DIANHYDRIDE|NAPHTHALENETETRACARBOXYLIC DIANHYDRIDE|1,4,5,8-NAPHTHALENETETRACARBOXYLIC ACID DIANHYDRIDE|2,7-DIOXAPYRENE-1,3,6,8-TETRONE|NSC-84241|NTCDA|NAPHTHALIC 1,8:4,5-DIANHYDRIDE|NAPHTHALENE-1,8:4,5-TETRACARBOXYLIC DIANHYDRIDE","1,4,5,8-NAPHTHALENETETRACARBOXYLIC DIANHYDRIDE",chemical,d6294df1-9ebb-45ec-813e-6d8d7c8a6d25,"1,4,5,8-NAPHTHALENETETRACARBOXYLIC DIANHYDRIDE",81-30-1,201-342-5,,,,,,,,C14H4O6,YTVNOVQHSGMMOV-UHFFFAOYSA-N,c1cc2c3c(ccc4c3c1C(=O)OC4=O)C(=O)OC2=O,INGREDIENT SUBSTANCE,Q6964881,Q6964881,QPVZMYSJXFFROG-UHFFFAOYSA-N,
46794,14089-84-0,14089-84-0,,,,,,,,SUB10148MIG,,2945.0,,,,,,,C75072,,,7F228A0THI,,,,,,,"PROXIBUTENE|BENZENEETHANOL, .ALPHA.-(1-((DIMETHYLAMINO)METHYL)ETHENYL)-.ALPHA.-PHENYL-, 1-PROPANOATE|3-BUTEN-2-OL, 3-((DIMETHYLAMINO)METHYL)-1,2-DIPHENYL-, PROPIONATE (ESTER)|بروكسيبوتان|proxibutène|proxibutenum|丙昔丁烯|proxibuteno|проксибутен",PROXIBUTENE,chemical,d668b961-33e2-47e1-b3f9-3fa6e1242bce,PROXIBUTENE,14089-84-0,,C75072,,,,,,2945.0,C22H27NO2,,CCC(=O)OC(Cc1ccccc1)(c2ccccc2)C(=C)CN(C)C,INGREDIENT SUBSTANCE,,,,
46822,37342-97-5,37342-97-5,,,,,253-479-5,,,,,,,,,,M9803,,,,,S84D01XQGL,,,,,,,"ZIRCONOCENE CHLORIDE HYDRIDE|ZIRCONIUM, CHLOROBIS(.ETA.5-2,4-CYCLOPENTADIEN-1-YL)HYDRO-|CHLOROHYDRIDOBIS(CYCLOPENTADIENYL)ZIRCONIUM|HYDROZIRCONOCENE CHLORIDE|NSC-379439|SCHWARTZ'S REAGENT|ZIRCONCENE HYDRIDE CHLORIDE|ZIRCONOCENE HYDRIDE CHLORIDE|ZIRCONOCENE HYDROCHLORIDE",ZIRCONOCENE CHLORIDE HYDRIDE,chemical,d67db9ff-786d-461a-9415-42170d4457b0,ZIRCONOCENE CHLORIDE HYDRIDE,37342-97-5,253-479-5,,,,,,,,2C5H5.H+.Cl.Zr,,,INGREDIENT SUBSTANCE,Q412819,,,
46850,1217260-65-5|20230-75-5|521-78-8,521-78-8,,,,,208-318-3,,,,,,,,,,M11164,,C47773,,71532,269K6498LD,,,,,,,"TRIMIPRAMINE MALEATE|5H-DIBENZ(B,F)AZEPINE-5-PROPANAMINE, 10,11-DIHYDRO-N,N,.BETA.-TRIMETHYL-, (Z)-2-BUTENEDIOATE (1:1)|5-(3-(DIMETHYLAMINO)-2-METHYLPROPYL)-10,11-DIHYDRO-5H-DIBENZ(B,F)AZEPINE MALEATE (1:1)|SURMONTIL|STANGYL",TRIMIPRAMINE MALEATE,chemical,d6a9a45a-add0-4c27-897e-eae5dc3e36f2,TRIMIPRAMINE MALEATE,521-78-8,208-318-3,C47773,71532.0,,,,,,C20H26N2.C4H4O4,,CC(CN1c2ccccc2CCc3c1cccc3)CN(C)C.C(=C\C(=O)O)\C(=O)O,INGREDIENT SUBSTANCE,Q27116374,,,
46864,75-54-7,75-54-7,,,,,200-877-1,,,,,,,,,,,C416211,,,,4RYT75289H,,,,,,,"DICHLOROMETHYLSILANE|METHYLHYDRODICHLOROSILANE|MONOMETHYLDICHLOROSILANE|METHYLSILICON DICHLORIDE|SILANE, DICHLOROMETHYL-|LS-50|METHYLDICHLOROSILANE",DICHLOROMETHYLSILANE,chemical,d6b57232-4465-4377-8195-85e621dcfd7d,DICHLOROMETHYLSILANE,75-54-7,200-877-1,,,,,,,,CH4Cl2Si,NWKBSEBOBPHMKL-UHFFFAOYSA-N,C[SiH](Cl)Cl,INGREDIENT SUBSTANCE,Q1209408,Q1209408,KTQYJQFGNYHXMB-UHFFFAOYSA-N,
46874,12698-99-6,12698-99-6,,,,,,,,,,,,,,,,,,,,P5I7ET2D9E,,,,,,,"CANDICIDIN D, 40-DEMETHYL-7,15-DIDEOXO-9,19-DIDEOXY-15,19-EPOXY-5,7,15-TRIHYDROXY-|33-(3-AMINO-3,6-DIDEOXY-B-D-MANNOPYRANOSYLOXY)-17-(6-(4-AMINOPHENYL)-4-HYDROXY-1-METHYL-6-OXOHEXYL)-1,3,5,9,11,37-HEXAHYDROXY-18-METHYL-13,15-DIOXO-16,39-DIOXABICYCLO(33.3.1)NONATRIACONTA-19,21,23,25,27,29,31-HEPTAENE-36-CARBOXYLIC ACID|TRICHOMYCIN A",TRICHOMYCIN A,chemical,d6c7700a-f36b-43aa-83ac-dcae25afb4e4,TRICHOMYCIN A,12698-99-6,,,,,,,,,C58H84N2O18,,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H](CCCC(CC(CC(=O)CC(=O)O[C@@H]1[C@@H](C)CC[C@@H](CC(=O)c3ccc(cc3)N)O)O)O)O)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O,INGREDIENT SUBSTANCE,Q27116371,,,
46915,55285-14-8,55285-14-8,,,,,259-565-9,,90602,,,,,,,,M3097,C035038,,,,V1DGN4AK6G,,,,,CARBOSULFAN,,"CARBOSULFAN|2,3-DIHYDRO-2,2-DIMETHYLBENZOFURAN-7-YL (DIBUTYLAMINOTHIO)METHYLCARBAMATE|2,3-DIHYDRO-2,2-DIMETHYL-7-BENZOFURANYL N-((DIBUTYLAMINO)THIO)-N-METHYLCARBAMATE|N-((DIBUTYLAMINO)THIO)-N-METHYLCARBAMIC ACID 2,3-DIHYDRO-2,2-DIMETHYL-7-BENZOFURANYL ESTER|FMC-35001|CARBAMIC ACID, ((DIBUTYLAMINO)THIO)METHYL-, 2,3-DIHYDRO-2,2-DIMETHYL-7-BENZOFURANYL ESTER|MARSHAL|POSSE",CARBOSULFAN,chemical,d6fae166-d87b-48cb-aa48-27b16fe279fd,CARBOSULFAN,55285-14-8,259-565-9,,,,,,,,C20H32N2O3S,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C2)(C)C,INGREDIENT SUBSTANCE,Q408342,Q408342,FABFUHUAVHHSSM-UHFFFAOYSA-N,
46930,58569-55-4,58569-55-4,,,,,261-335-8,,,,,8875.0,,,,,,,C91011,,1349278,9JEZ9OD3AS,,,,,,,METHIONINE ENKEPHALIN|ENKEPHALIN-(5-L-METHIONINE)|L-TYROSYLGLYCYLGLYCYL-L-PHENYLALANYL-L-METHIONINE .BETA.-ENDORPHIN HUMAN-(1-5)-PEPTIDE|TYR-GLY-GLY-PHE-MET|INNO-105|OPIOID GROWTH FACTOR|METENKEFALIN|(MET5)-ENKEPHALIN|SH-PENTAPEPTIDE-19|ميتانكيفالين|métenkefaline|metenkefalinum|美腾法林|metencefalina|метэнкефалин,METENKEFALIN,chemical,d70d34bb-02f2-4d27-8d2b-5492dcaae438,METENKEFALIN,58569-55-4,261-335-8,C91011,1349278.0,,,,,8875.0,C27H35N5O7S,YFGBQHOOROIVKG-FKBYEOEOSA-N,CSCC[C@@H](C(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(cc2)O)N,INGREDIENT SUBSTANCE,Q1960495,Q1960495,YFGBQHOOROIVKG-BHIFYINESA-N,
47091,19973-76-3,19973-76-3,,,,,,,,,,,,,,,M5033,,,,,X9XKA379T9,,,,,,,"ESTRONE, (+/-)-|ESTRA-1,3,5(10)-TRIEN-17-ONE, 3-HYDROXY-, (+/-)-|(+/-)-ESTRONE|(+/-)-OESTRONE|ESTRONE DL-FORM","ESTRONE, (+/-)-",chemical,d7d52bc0-6237-4bb8-b965-e2317754ba6f,"ESTRONE, (+/-)-",19973-76-3,,,,,,,,,C18H22O2,,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)O,INGREDIENT SUBSTANCE,,,,
47094,1898-66-4,1898-66-4,,,,,217-591-8,,,,,,,,,,M4639,,,,,DFD3H4VGDH,,,,,DPPH,,"2,2-DIPHENYL-1-PICRYLHYDRAZYL|2,2-DIPHENYL-1-(2,4,6-TRINITROPHENYL)HYDRAZINYL|2,2-DIPHENYL-1-(2,4,6-TRINITROPHENYL)HYDRAZYL|DPPH|NSC-12562|1,1-DIPHENYL-2-PICRYLHYDRAZYL (FREE RADICAL)","1,1-DIPHENYL-2-PICRYLHYDRAZYL (FREE RADICAL)",chemical,d7da4960-4ae3-4be3-8332-ba71551d0274,"1,1-DIPHENYL-2-PICRYLHYDRAZYL (FREE RADICAL)",1898-66-4,217-591-8,,,,,,,,C18H12N5O6,HHEAADYXPMHMCT-UHFFFAOYSA-N,c1ccc(cc1)N(c2ccccc2)[N]c3c(cc(cc3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],INGREDIENT SUBSTANCE,Q5205953,Q5205953,WCBPJVKVIMMEQC-UHFFFAOYSA-N,
47242,76-50-6,76-50-6,21 CFR 172.151,,,,200-966-5,,,,,,,,,,,,,,,4P1Q0678RW,,,,,,,"BORNYL ISOVALERATE|2-BORNYL 3-METHYLBUTYRATE|BUTANOIC ACID, 3-METHYL-, (1R,2S,4R)-1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPT-2-YL ESTER, REL-|FEMA NO. 2165|(+/-)-BORNYL ISOVALERATE|BORNYL ISOVALERATE, (+/-)-|HYSTEROL|BORNYVAL|NSC-68007|ISOVALERIC ACID, 2-BORNYL ESTER",BORNYL ISOVALERATE,chemical,d885d40f-9d1b-42a8-943c-4a89d2200d9e,BORNYL ISOVALERATE,76-50-6,200-966-5,,,,,,,,C15H26O2,,CC(C)CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,INGREDIENT SUBSTANCE,Q27149841,,,
47302,55852-15-8,,,,,,,,,,,,,,,,,,,,,M595Y23GMA,,,,,,,ISOSTEARAMIDOPROPYL DIMETHYLAMINE LACTATE|(3-ISOSTEARYLAMIDOPROPYL)DIMETHYLAMMONIUM LACTATE,ISOSTEARAMIDOPROPYL DIMETHYLAMINE LACTATE,chemical,d8c98ead-162f-4e61-9e24-848be7d44982,ISOSTEARAMIDOPROPYL DIMETHYLAMINE LACTATE,55852-15-8,,,,,,,,,C23H48N2O.C3H6O3,,CC(C)CCCCCCCCCCCCCCC(=O)NCCCN(C)C.CC(C(=O)O)O,INGREDIENT SUBSTANCE,,,,
47395,141396-28-3,141396-28-3,,,,,,,,,,,6385,,,,M2039,C031942,C28833,N0000175980|N0000009963|N0000175518,15202,IY90U61Z3S,,B01AE03,,QB01AE03,ARGATROBAN,,"MCI-9038|ARGIPIDINE|ARGATROBAN|2-PIPERIDINECARBOXYLIC ACID, 1-(5-((AMINOIMINOMETHYL)AMINO)-1-OXO-2-(((1,2,3,4-TETRAHYDRO-3-METHYL-8-QUINOLINYL)SULFONYL)AMINO)PENTYL)-4-METHYL-, MONOHYDRATE|(2R,4R)-4-METHYL-1-(N (SUP 2)-((1,2,3,4-TETRAHYDRO-3-METHYL-8-QUINOLYL)SULFONYL)-L-ARGINYL)PIPECOLIC ACID, MONOHYDRATE|MD-805|DK-7419|GN1600|GN-1600|NOVASTAN|ARGATROBAN HYDRATE|ARGATROBAN MONOHYDRATE",ARGATROBAN,chemical,d941ce8d-92a1-4ed3-9a5f-9a4c98c46059,ARGATROBAN,141396-28-3,,C28833,15202.0,,,,,,C23H36N6O5S.H2O,,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NCC(C3)C.O,INGREDIENT SUBSTANCE,,,,
47407,88485-37-4,88485-37-4,,,,,,,,,,,,,,,,C108005,,,,1NUO7162K6,,,,,,,"FLUXOFENIM|ETHANONE, 1-(4-CHLOROPHENYL)-2,2,2-TRIFLUORO-, O-(1,3-DIOXOLAN-2-YLMETHYL)OXIME|CGA 133205|CGA-133205|CONCEP III",FLUXOFENIM,chemical,d95b4713-5a24-4c4f-ac4d-a1b312c62577,FLUXOFENIM,88485-37-4,,,,,,,,,C12H11ClF3NO3,UKSLKNUCVPZQCQ-GZTJUZNOSA-N,c1cc(ccc1/C(=N\OCC2OCCO2)/C(F)(F)F)Cl,INGREDIENT SUBSTANCE,Q3074557,Q3074557,UKSLKNUCVPZQCQ-UHFFFAOYSA-N,
47414,15265-28-8,15265-28-8,,,,,,,,,,,,,,,M8358,C108794,,,,25M588OEZF,,,,,,,"PALITANTIN|REL-(2R,3S,5R,6R)-3-(1E,3E)-1,3-HEPTADIEN-1-YL-5,6-DIHYDROXY-2-(HYDROXYMETHYL)CYCLOHEXANONE|CYCLOHEXANONE, 3-(1E,3E)-1,3-HEPTADIENYL-5,6-DIHYDROXY-2-(HYDROXYMETHYL)-, (2R,3S,5R,6R)-REL-|(+/-)-PALITANTIN",PALITANTIN,chemical,d96664d8-df26-48ad-9e12-402a3e64f631,PALITANTIN,15265-28-8,,,,,,,,,C14H22O4,,CCC/C=C/C=C/[C@@H]1C[C@H]([C@H](C(=O)[C@H]1CO)O)O,INGREDIENT SUBSTANCE,,,,
47457,13121-70-5,13121-70-5,,,,,236-049-1,,101601,,,,,,,,M4027,C001765,,,,8YJV11QB4R,,,,,,,CYHEXATIN|TRICYCLOHEXYLHYDROXYSTANNANE|TRICYCLOHEXYLTIN HYDROXIDE,CYHEXATIN,chemical,d9a21065-0a06-4603-b3f6-569a0f1e9824,CYHEXATIN,13121-70-5,236-049-1,,,,,,,,C18H34OSn,WCMMILVIRZAPLE-UHFFFAOYSA-M,C1CCC(CC1)[Sn](C2CCCCC2)(C3CCCCC3)O,INGREDIENT SUBSTANCE,Q409536,Q409536,UGCNRZFAUBJVPT-UHFFFAOYSA-N,
47479,22619-35-8,22619-35-8,,,,,245-132-1,,,SUB11079MIG,,3554.0,,,,,M10877,C028833,C75159,,163426,E5B7C16LFK,,B01AA11,,QB01AA11,TIOCLOMAROL,,TIOCLOMAROL|تيوكلومارول|tioclomarol|tioclomarolum|噻氯香豆素|tioclomarol|тиокломарол,TIOCLOMAROL,chemical,d9bac4ae-18c9-430d-be28-ef10bc34c9a0,TIOCLOMAROL,22619-35-8,245-132-1,C75159,163426.0,,,,,3554.0,C22H16Cl2O4S,,c1ccc2c(c1)c(c(c(=O)o2)C(CC(c3ccc(cc3)Cl)O)c4ccc(s4)Cl)O,INGREDIENT SUBSTANCE,,,,
47514,7097-62-3,,,,,,,,,,,,,,,,,,,,,4O5VXA0PTH,,,,,,,"MERAGIDONE SODIUM|1H-PURINE-2,6-DIONE, 3,7-DIHYDRO-1,3-DIMETHYL-, COMPD. WITH(3-(5-CARBOXYLATO-2-OXO-1(2H)-PYRIDINYL)-2-METHOXYPROPYL)HYDROXYMERCURATE(1-) SODIUM|MERDROXONE SODIUM",MERAGIDONE SODIUM,chemical,d9eba63f-1cc1-4ae1-a5bc-660725e7b57a,MERAGIDONE SODIUM,7097-62-3,,,,,,,,,C10H11HgNO4.C7H8N4O2.Na.HO,,Cn1c2c(c(=O)n(c1=O)C)nc[nH]2.COC(Cn1cc(ccc1=O)C(=O)[O-])C[Hg+].[OH-].[Na+],INGREDIENT SUBSTANCE,,Q27260274,,
47693,174391-92-5,174391-92-5,,,,,,,,,,8080.0,,,,,,,C77390,,,64OO8946ER,,,,,,,MOZENAVIR|موزينافير|mozénavir|mozenavirum|莫泽那韦|mozenavir|мозенавир,MOZENAVIR,chemical,dab77865-42b9-4aa8-8f05-c521554d6ead,MOZENAVIR,174391-92-5,,C77390,,,,,,8080.0,C33H36N4O3,KYRSNWPSSXSNEP-ZRTHHSRSSA-N,c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3cccc(c3)N)Cc4cccc(c4)N)Cc5ccccc5)O)O,INGREDIENT SUBSTANCE,Q1951323,Q1951323,KYRSNWPSSXSNEP-UHFFFAOYSA-N,
47699,23383-11-1,23383-11-1,21 CFR 184.1307C,,,,245-625-1,,,,,,,,,,M5341,C016600,,,,33KM3X4QQW,,,,,IRON(II) CITRATE,,"FERROUS CITRATE|IRON(II) CITRATE|CITRIC ACID, IRON(2+) SALT",FERROUS CITRATE,chemical,dabde71a-db83-4a32-9092-e90d9c2f494d,FERROUS CITRATE,23383-11-1,245-625-1,,,,,,,,C6H6O7.Fe,APVZWAOKZPNDNR-UHFFFAOYSA-L,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)O)O.[Fe+2],INGREDIENT SUBSTANCE,Q6072216,Q6072216,APVZWAOKZPNDNR-UHFFFAOYSA-N,
